sample_id,reference,kobart_prediction,kot5_prediction,kobart_rouge1,kot5_rouge1,kobart_rouge2,kot5_rouge2,kobart_rougeL,kot5_rougeL,kobart_bleu,kot5_bleu,kobart_bertscore,kot5_bertscore,kobart_semantic_similarity,kot5_semantic_similarity,kobart_novel_ngram_rate,kot5_novel_ngram_rate
10,등록금 반환이 필요한 이유로는 ‘원격 수업의 질이 떨어져서’(82%) ‘시설 이용이 불가능해서’(78%)라는 응답이 가장 많았다. 이해지 전대넷 집행위원장은 “입학금 반환소송과 유사한 소송이 될 것”이라며 “전국 203개 대학교 재학생 2만1784명을 대상으로 설문조사 해보니 ‘등록금 반환이 필요하다’는 응답이 99. 2%였다”고 설명했다.,"신종 코로나바이러스 감염증(코로나 19)으로 대학교들이 온라인 강의를 진행하고 있는 가운데, 전국대학학생회네트워크(전대넷)는 5일 기준 서울대, 연세대 총학생회를 비롯해 29개 대학 학생회에서 소송 참여 의사를 밝혔으며 이번 주 안에 관련 회의를 마치고 다음 주에 대학생 소송단 모집을 시작할 계획이라고 밝히고, 법률사무소 빛도 지날 달 말부터 공식 소셜네트워크서비스(SNS)를 통해 등록금 반환 소송에 참여할 학생을 모집하고 있다.",코로나19로 대학들이 온라인 강의를 진행하고 있는 가운데 학생단체와 한 법률사무소가 등록금 반환을 요구하는 소송 준비에 착수했고 변호사는 대학별 소송 참여자가 50명이 넘을 경우 소송을 진행할 예정이라고 했다.   ,0.0,0.0,0.0,0.0,0.0,0.0,0.005776163584689931,0.006755304099383124,0.6620484590530396,0.6762009859085083,0.8367365002632141,0.8272495269775391,1.0,1.0
11,정부는 대외경제협력기금(EDCF) 자금을 활용해 4억 달러 이상을 개도국 코로나19 관련 보건 산업에 지원하기로 했다. 올해 안에 긴급 지원할 계획이다. 정부는 또 26개 저소득 국가에 총 1억1000만 달러 상당 채무 상환 유예 혜택을 주기로 했다.,"27일 홍남기 부총리 겸 기획재정부 장관 주재로 열린 대외경제장관회의에서 신종 코로나바이러스 감염증(코로나19)으로 고통받는 개발도상국에 한국 정부가 4억 달러(약 4900억원)를 지원하고 26개 저소득 국가를 대상으로는 채무 상환 기한을 늦춰주기로 합의한  가운데, 홍 부총리는 주요 수출 대상 지역인 신남방·북방 지역에 대한 공적개발원조(ODA) 규모를 70억 달러 수준으로 대폭 확대해 지원을 강화해 나가겠다고 밝혔다.",코로나19로 고통받는 개발도상국에 한국 정부가 4억 달러 이상을 지원하고 26개 저소득 국가를 대상으로는 채무 상환 기한을 늦춰주기로 하는 등 코로나19 대응을 위한 대외경제정책 보강 방안이 논의됐다.   홍 ,0.4615384615384615,0.6,0.0,0.0,0.30769230769230765,0.4,0.020188879584463335,0.05458357353261036,0.7327970266342163,0.7554250359535217,0.9084028601646423,0.9273684620857239,0.9591836734693877,0.8461538461538461
12,"어르신의 경우 단기적으로 직접 일자리 사업 등을 통해 고용 어려움을 완화해 나가되, 중장기적으로는 민간에서 고령 인력이 활용될 수 있는 사회적 기반을 확충하겠습니다. 이를 위해서 지난해인구정책 TF를 통해 마련한 고령자 고용확대 방안을 차질 없이 추진해 나가고, 제 2기 인구정책 TF에서 관련 논의를 지속하겠습니다.","넷째, 촘촘한 고용안전망을 마련하여 모든 국민이 빠짐없이 보호받을 수 있도록 만들고, 정책에서 소외되었던 40대에 대해서도퇴직구직자에 대한 전수조사에 준하는 분석 등을 토대로 40대 맞춤형 종합대책을 3월까지 마련하겠으며, 직업훈련.교육.생계비 지원, 신속한 일자리 매칭 방안, 40대 맞춤 창업 지원방안, 산업지역과 40대 고용 연계 강화 방안 등 다양한 방안을 검토하겠다.",노인여성청년 등 취약계층에 대한 지원은 정부의 당연한 책무이며 노인의 경우 단기적으로는 직접 일자리 사업 등을 통해 고용 어려움을 완화해 나가되 중장기적으로는 민간에서 고령 인력이 활용될 수 있는 사회적 기반을,0.0,0.0,0.0,0.0,0.0,0.0,0.009728158838681967,0.3258501549099351,0.7082566618919373,0.7733391523361206,0.8920012712478638,0.8143160939216614,1.0,0.4642857142857143
13,"김성찬 위원] ""장관님 그리고 국방부 간부님 반갑습니다. 특히 언제 어디서 어떠한 모습으로 도발할지 모르는 북한의 도발에 대비해서 고도의 대비 태세를 잘 유지하고 있고 또 어느 때보다도 높은 군 기강을 확립하고 또 창끝부대 전투력을 강화하기 위해서 혼신의 노력을 다하고 있는 우리 장관님과 군 수뇌부와 국방부 간부의 노고에 대해서 정말 치하와 격려를 보냅니다.",김성찬 위원장과 국방부 간부들은 우리 국민들이 안심하고 생업에 종사하고 행복을 누릴 수 있다는 부분을 잘 알고 있기 때문에 여러가지 아쉬운 점과 당부사항을 말씀드리고자 한다.   이 부분들을 공개적으로 알릴 것은 알리고 요구도 하고 필요하면 직접 이해도 구해서 했다면 이렇게 되었겠느냐 하는 아쉬움을 참 많이 느끼면서 좀더 당당하게 일 처리를 공개적으로 해 주십사 하는 것을 당부드린다.,김 위원은 피감기관장으로서 역지사지의 마음으로 튼튼한 국방을 위해 장병들의 사기·복지 향상을 위해서 고민하고 노력하는 모습으로 하겠다고 했다.   김 장관은 정보보호협정과 관련해 아쉬운 점과 당부사항을 말했다.,0.0,0.0,0.0,0.0,0.0,0.0,0.00804134024477409,0.004550105501086489,0.7102314829826355,0.6741747856140137,0.8115492463111877,0.8072364330291748,1.0,1.0
14,"위원장대리 강석호] ""수고하셨습니다. 오늘 일부 위원님들로부터 서면질의가 있었습니다. 서면질의와 서면답변은 회의록에 게재하도록 하겠습니다.",LH를 비롯한 국토분야 8개 공공기관과 한국도로공사를 비롯한 교통분야 6개 공공기관 등 모두 14개 공공기관이 내일 오전 10시에 제3차 위원회를 개의하여 국토교통부 산하 14개 공공기관으로부터 업무현황보고를 받도록 하겠으며 그 내용을 제가 정확히 파악을 못 해서 파악을 못해서 나중에 다시 따로 보고드리도록 하겠다”고 밝혔다.  .  가맹교통부장관 서승환,강 위원장대리는 국토교통부 산하 14개 공공기관으로부터 업무현황보고를 받도록 할 것이며 국민의 눈높이에 맞지 않는 불합리한 제도는 개선하고 합리적인 부채비율 축소방안 등을 마련해 재무구조가 정상화되도록 노력해 달라고 당부했다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6460331082344055,0.6698309779167175,0.71876060962677,0.7037417888641357,1.0,1.0
15,봉염의 어머니는 봉염이가 앓는 것을 보고 가서 도무지 잠들 수가 없었다. 그래서 밤중에 그는 속옷 바람으로 명수의 집을 벗어났다. 그날 밤 비는 좍좍 퍼부었다.,봉염의 어머니는 낮에 다녀온 것을 명수 어머니가 뻔히 아는 고로 다시 가겠단 말을 못하고 누웠다가 그들이 잠든 틈을 타서 소리 없이 문을 열고 나온 후 밤마다 눈을 밝히고 감시하는 바 람에 그 후로는 감히 옷을 입지 못하고 누웠다가는 틈만 있으면 벗은 채로 달아오는 때가 종종 있었던 것으로 기억된다며 속옷 바람으로 명수의 집을 벗어났다.,봉염의 어머니는 봉염이가 앓는 것을 보고 밤마다 옷을 벗지 못하고 누웠다가는 명수네 식구가 잠만 들면 봉희를 찾아 젖을 먹이곤 했는데 그들이 잠든 틈을 타서 소리 없이 문을 열고 나왔다.,0.0,0.0,0.0,0.0,0.0,0.0,0.07644480233133949,0.15852667105439355,0.7298315167427063,0.7630094289779663,0.8654703497886658,0.8953933119773865,0.9038461538461539,0.8214285714285714
16,아동수당 받는 아이가 2명 이상이면 어떻게 포인트를 받나. 돌봄포인트는 아동수당을 받는 아이의 지정 보호자에게 지급한다. 만약 자녀 2명의 보호자가 같다면 두 아동의 포인트를 합쳐서 총 80만원 받는 식이다.,"기프트카드 신청 대상 중 카드 정보가 추가 확인된 보호자도 일단 지급 대상서 제외됐으며, 똑같은 절차를 거쳐 돌봄포인트를 받게 된다면 다음달 초 1차 발송될 신용카드가 지급된 뒤 카드 중도 변경이나 쿠폰 양도도 가능한데 카드 변경은 원칙적으로 불가능하다는 결론  또한 이미 받은 돌봄포인트는 다른 사람에게 양도할 수 있으며 카드사를 통해 재발급받아 포인트를 사용할 수 있다고 밝혔다. ",아동수당을 받는 아이의 지정 보호자가 아이행복카드ᆞ국민행복카드를 가지고 있지 않다면 다른 보호자 소유 카드로 지급되며 아이를 실질적으로 돌보지 않는 보호자로 지정됐다면 한 명씩 나눠서 포인트가 지급될 수 있다.,0.0,0.0,0.0,0.0,0.0,0.0,0.006761934185665956,0.08852648940601117,0.6875693798065186,0.7608329057693481,0.8187152743339539,0.8989334106445312,1.0,0.8846153846153846
17,"재영탈북인연합회 초청을 받은 자리에서도 나는 한국 외교의 북한 인권 공백을 깨달을 수 있었다. 재영탈북인연합회 김주일 회장을 비롯해 사무총장, 이사들이 한자리에 모여 나누는 대화 중 거의 절반은 영국 주재 한국 대사관에 대한 비판이었다.","재영탈북인연합회 초청을 받은 자리에서도 나는 한국 외교의 북한 인권 공백을 깨달았으며 특히 제3국에 살고 있는 탈북자들은 외국에서 난민 지위를 인정받았기 때문에 모두 북한 국적의 망명자 신분이라는 것을 알 수 있었으며, 영국 주재 한국 대사관에 대한 비판은 거의 절반이 넘는 것으로 나타났다고 전했다. 




재영탈북인사연합회는 자기들이 번 돈과 민간 후원금으로 북한인권운동을 외롭게 하고 있는 형편이었다는 것이다.","재영탈북인연합회 김 회장을 비롯해 사무총장, 이사들이 한자리에 모여 나누는 대화 중 거의 절반은 영국 주재 한국 대사관에 대한 비판이었고 그들은 북한 사람이기 때문에 도움을 줄 수 없다고 거절했다.    . ",0.0,0.0,0.0,0.0,0.0,0.0,0.23171069496305896,0.49525487740989393,0.787813127040863,0.856336772441864,0.9112194776535034,0.9198534488677979,0.7547169811320755,0.4642857142857143
18,"하바롭스크는 우수리스크, 블라디보스토크와 함께 극동에서 고려인들이 많이 거주하는 곳이다. 고려인들은1870년대부터 하바롭스크에 뿌리를 내렸고 이곳에 살고 있는 고려인들은 현재 4000여 명이다. 150년이 지나도 고려인이 살고 있는 곳은 어느 곳이나 짐치라고 부르는 김치가게들이 번성한다.","하바롭스크는 우수리스크, 블라디보스토크와 함께 극동에서 고려인들이 많이 거주하는 거점고려인들은 현재 4000여 명이나 되는 김치가게들이 번성하였으며, 세대가 바뀌면서 도시지역으로 진출하여 어시장을 중심으로 활발한 상업활동을 하며 고려인들은 기반을 넓혀갔다.  이러한 기반을 넓혀간 2018블라디보스토크의 어시장을 중심으로 활발 상업활동하며 고려인들은 기반을 확대해갔다.",하바롭스크는 극동에서 고려인들이 많이 거주하는 곳으로 고려인들은 1870년대부터 하바롭스크에 뿌리를 내렸고 이곳에 살고 있는 고려인은 4000여 명이며 연해주 어시장을 중심으로 활발한 상업활동을 하며 기반을 넓혀,0.4,0.8,0.0,0.6666666666666666,0.4,0.8,0.20079789489773447,0.22757955742553632,0.7655031681060791,0.8405119776725769,0.8745349645614624,0.8815019726753235,0.7714285714285715,0.6666666666666666
19,"그러나 코로나19 바이러스는 항체가, 즉 중화항체가 형성되었음에도 불구하고 바이러스가 유전자가 아주 장기간 검출되는 이런 현상이 있어서 좀 특이적이다, 이렇게 생각이 됩니다. 또한, 많은 전문가들께서도 항체 형성에 대한 것, 항체 지속기간에 대한 것, 방어력에 대한 것들에 대한 임상하고의 연구·검토가 좀 필요한 것 같고요.","코로나19 바이러스는 중화항체가 형성되었음에도 불구하고 바이러스 유전자가 아주 장기간 검출되는 현상이 있어서 특이적이고, 치료제·백신개발에 있어서 중요한 의미는 형성된 항체를 어떤 항체, 즉 방어에 관련된 어떤 항체를 유도하는 백신을 개발해야 되는지에 대한 것을 생각해야 되지 않나, 이렇게 생각이 들며, 앞으로 많은 전문가들께서도 항체 형성에 대한 것, 방어력에 대한 것들에 대한 임상하고의 연구·검토가 필요하다.",코로나19 바이러스는 중화항체가 형성되었음에도 불구하고 바이러스가 유전자가 장기간 검출되는 특이적 현상이 있어 치료제·백신개발에 있어 중요한 의미가 있다고 생각된다.   . .  - . -    --  -,1.0,1.0,0.0,0.0,1.0,1.0,0.3100208521643024,0.09401127348014811,0.8695551753044128,0.7869166731834412,0.9618997573852539,0.8724627494812012,0.6274509803921569,0.7391304347826086
20,"국방부장관 김관진] ""그 개념에 대해서 약간 불분명한 점은 있습니다마는 이미 백령도 상공을 통과할 적에는 180㎞ 상공으로 올라갔습니다. 한기호 위원] ""또 이번에 은하3호의 궤적 자체가 우리의 영공과 영토를 통과했습니까 안 했습니까?""",국방부에서 정확히 브리핑이 돼야지 국민들이 잘못 오해하는 부분들이 해소될 수 있다는 것을 말씀드리고 이 부분을 꼭 한번 정리해 주십사 하는 부탁을 드립 투어국방부장관 김관진 위원장은 위성에 대한 모든 백그라운드에 대해서 기자들에게 상세히 브리핑한 바가 있고 나로호와 우리의 위성과 북한이 주장하는 소위 광명성 거기하고 차이점을 이야기 한 바가 있다. ,김 국방부장관은 나로호와 우리의 위성과 북한이 주장하는 광명성하고 차이점을 이야기한 바가 있다며 더 홍보를 해서 분명히 다름을 인식시킬 것이라고 했다.   한 위원은 미사일을 격추시킬 수 있는 능력을 ,0.0,0.0,0.0,0.0,0.0,0.0,0.007465208362035054,0.009084996213922572,0.687134861946106,0.6774010062217712,0.8270612359046936,0.8193143010139465,1.0,1.0
21,"국가보호종 보전협의회에서는 중복종에 대한 부처 업무계획 수립과 예산편성 이전에 사전에 협의하고, 공동조사 등 협업사업을 수행할 계획입니다. 이 국가보호종 보전협의회는 관계부처 국장으로 구성되고, 이 협의회를 뒷받침하기 위해서 과장급 실무협의회도 구성·운영될 계획입니다.","안전행정부 주관으로 관계부처가 T/F를 구성해 '국가보호종 관리 개선 종합계획'을 마련하였으며 이를 통해 그간 제각각 이루어져 왔던 부처의 통계와 투자가 신설되는  ́국가보호종 보전협의회 ́를 통해서 관리·시행되어 그 성과를 관계부처가 공동으로 관리하게 되며, 중복종에 대한 부처 업무계획 수립과 예산편성 이전에 사전에 협의하고, 공동조사 등 협업사업을 수행할 계획이다.",안전행정부 주관으로 관계부처가 T/F를 구성해 마련한 국가보호종 관리 개선 종합계획을 통해 부처의 통계와 투자가 신설되는 국가 보호종 보전협의회를 통해 관리·시행되어 그 성과를 공동으로 관리하게 된다.,0.0,0.0,0.0,0.0,0.0,0.0,0.26319860724800737,0.008862807824323025,0.7770276665687561,0.715094268321991,0.9211910963058472,0.8916043639183044,0.7272727272727273,1.0
